threat_key,component_key
dg_admin_portal_0103_th_sql_injection_4_b6225c,dg_admin_portal_0103_P1
dg_admin_portal_0103_th_sql_injection_4_b6225c,dg_admin_portal_0103_P2
dg_admin_portal_0103_th_sql_injection_4_b6225c,dg_admin_portal_0103_D1
dg_admin_portal_0103_th_tampering_5_4cc7bc,dg_admin_portal_0103_E1
dg_admin_portal_0103_th_tampering_5_4cc7bc,dg_admin_portal_0103_P1
dg_admin_portal_0103_th_tampering_5_4cc7bc,dg_admin_portal_0103_P2
dg_admin_portal_0103_th_tampering_5_4cc7bc,dg_admin_portal_0103_D1
dg_admin_portal_0104_th_elevation_of_privilege_1_072168,dg_admin_portal_0104_E1
dg_admin_portal_0104_th_elevation_of_privilege_1_072168,dg_admin_portal_0104_P1
dg_admin_portal_0104_th_elevation_of_privilege_1_072168,dg_admin_portal_0104_P2
dg_admin_portal_0104_th_elevation_of_privilege_1_072168,dg_admin_portal_0104_D1
dg_admin_portal_0104_th_information_disclosure_2_1af2b8,dg_admin_portal_0104_E1
dg_admin_portal_0104_th_information_disclosure_2_1af2b8,dg_admin_portal_0104_P1
dg_admin_portal_0104_th_information_disclosure_2_1af2b8,dg_admin_portal_0104_P2
dg_admin_portal_0104_th_information_disclosure_2_1af2b8,dg_admin_portal_0104_D1
dg_admin_portal_0104_th_man_in_the_middle_3_f7bf63,dg_admin_portal_0104_E1
dg_admin_portal_0104_th_man_in_the_middle_3_f7bf63,dg_admin_portal_0104_P1
dg_admin_portal_0104_th_man_in_the_middle_3_f7bf63,dg_admin_portal_0104_P2
dg_admin_portal_0104_th_man_in_the_middle_3_f7bf63,dg_admin_portal_0104_D1
dg_admin_portal_0104_th_spoofing_4_9a18c0,dg_admin_portal_0104_E1
dg_admin_portal_0104_th_spoofing_4_9a18c0,dg_admin_portal_0104_P1
dg_admin_portal_0104_th_spoofing_4_9a18c0,dg_admin_portal_0104_P2
dg_admin_portal_0104_th_spoofing_4_9a18c0,dg_admin_portal_0104_D1
dg_admin_portal_0104_th_sql_injection_5_ce0fbf,dg_admin_portal_0104_E1
dg_admin_portal_0104_th_sql_injection_5_ce0fbf,dg_admin_portal_0104_P1
dg_admin_portal_0104_th_sql_injection_5_ce0fbf,dg_admin_portal_0104_P2
dg_admin_portal_0104_th_sql_injection_5_ce0fbf,dg_admin_portal_0104_D1
dg_admin_portal_0104_th_tampering_6_141b96,dg_admin_portal_0104_E1
dg_admin_portal_0104_th_tampering_6_141b96,dg_admin_portal_0104_P1
dg_admin_portal_0104_th_tampering_6_141b96,dg_admin_portal_0104_P2
dg_admin_portal_0104_th_tampering_6_141b96,dg_admin_portal_0104_D1
dg_admin_portal_0105_th_elevation_of_privilege_1_1e2cb6,dg_admin_portal_0105_E1
dg_admin_portal_0105_th_elevation_of_privilege_1_1e2cb6,dg_admin_portal_0105_P1
dg_admin_portal_0105_th_elevation_of_privilege_1_1e2cb6,dg_admin_portal_0105_P2
dg_admin_portal_0105_th_elevation_of_privilege_1_1e2cb6,dg_admin_portal_0105_D1
dg_admin_portal_0105_th_information_disclosure_2_326120,dg_admin_portal_0105_E1
dg_admin_portal_0105_th_information_disclosure_2_326120,dg_admin_portal_0105_P1
dg_admin_portal_0105_th_information_disclosure_2_326120,dg_admin_portal_0105_P2
dg_admin_portal_0105_th_information_disclosure_2_326120,dg_admin_portal_0105_D1
dg_admin_portal_0105_th_spoofing_3_1dfb77,dg_admin_portal_0105_E1
dg_admin_portal_0105_th_spoofing_3_1dfb77,dg_admin_portal_0105_P1
dg_admin_portal_0105_th_spoofing_3_1dfb77,dg_admin_portal_0105_P2
dg_admin_portal_0105_th_spoofing_3_1dfb77,dg_admin_portal_0105_D1
dg_admin_portal_0106_th_elevation_of_privilege_1_029b9e,dg_admin_portal_0106_E1
dg_admin_portal_0106_th_elevation_of_privilege_1_029b9e,dg_admin_portal_0106_P1
dg_admin_portal_0106_th_elevation_of_privilege_1_029b9e,dg_admin_portal_0106_P2
dg_admin_portal_0106_th_elevation_of_privilege_1_029b9e,dg_admin_portal_0106_D1
dg_admin_portal_0106_th_information_disclosure_2_d0e559,dg_admin_portal_0106_E1
dg_admin_portal_0106_th_information_disclosure_2_d0e559,dg_admin_portal_0106_P1
dg_admin_portal_0106_th_information_disclosure_2_d0e559,dg_admin_portal_0106_P2
dg_admin_portal_0106_th_information_disclosure_2_d0e559,dg_admin_portal_0106_D1
dg_admin_portal_0106_th_spoofing_3_12014a,dg_admin_portal_0106_E1
dg_admin_portal_0106_th_spoofing_3_12014a,dg_admin_portal_0106_P1
dg_admin_portal_0106_th_spoofing_3_12014a,dg_admin_portal_0106_P2
dg_admin_portal_0106_th_spoofing_3_12014a,dg_admin_portal_0106_D1
dg_admin_portal_0107_th_elevation_of_privilege_1_2b64f8,dg_admin_portal_0107_E1
dg_admin_portal_0107_th_elevation_of_privilege_1_2b64f8,dg_admin_portal_0107_P1
dg_admin_portal_0107_th_elevation_of_privilege_1_2b64f8,dg_admin_portal_0107_P2
dg_admin_portal_0107_th_elevation_of_privilege_1_2b64f8,dg_admin_portal_0107_D1
dg_admin_portal_0107_th_information_disclosure_2_fb2ada,dg_admin_portal_0107_E1
dg_admin_portal_0107_th_information_disclosure_2_fb2ada,dg_admin_portal_0107_P1
dg_admin_portal_0107_th_information_disclosure_2_fb2ada,dg_admin_portal_0107_P2
dg_admin_portal_0107_th_information_disclosure_2_fb2ada,dg_admin_portal_0107_D1
dg_admin_portal_0107_th_man_in_the_middle_3_2ee159,dg_admin_portal_0107_E1
dg_admin_portal_0107_th_man_in_the_middle_3_2ee159,dg_admin_portal_0107_P1
dg_admin_portal_0107_th_man_in_the_middle_3_2ee159,dg_admin_portal_0107_P2
dg_admin_portal_0107_th_man_in_the_middle_3_2ee159,dg_admin_portal_0107_D1
dg_admin_portal_0107_th_spoofing_4_9cfca7,dg_admin_portal_0107_E1
dg_admin_portal_0107_th_spoofing_4_9cfca7,dg_admin_portal_0107_P1
dg_admin_portal_0107_th_spoofing_4_9cfca7,dg_admin_portal_0107_P2
dg_admin_portal_0107_th_spoofing_4_9cfca7,dg_admin_portal_0107_D1
dg_admin_portal_0108_th_elevation_of_privilege_1_c66d19,dg_admin_portal_0108_E1
dg_admin_portal_0108_th_elevation_of_privilege_1_c66d19,dg_admin_portal_0108_P1
dg_admin_portal_0108_th_elevation_of_privilege_1_c66d19,dg_admin_portal_0108_P2
dg_admin_portal_0108_th_elevation_of_privilege_1_c66d19,dg_admin_portal_0108_D1
dg_admin_portal_0108_th_information_disclosure_2_d52003,dg_admin_portal_0108_E1
dg_admin_portal_0108_th_information_disclosure_2_d52003,dg_admin_portal_0108_P1
dg_admin_portal_0108_th_information_disclosure_2_d52003,dg_admin_portal_0108_P2
dg_admin_portal_0108_th_information_disclosure_2_d52003,dg_admin_portal_0108_D1
dg_admin_portal_0108_th_man_in_the_middle_3_5ff8aa,dg_admin_portal_0108_E1
dg_admin_portal_0108_th_man_in_the_middle_3_5ff8aa,dg_admin_portal_0108_P1
dg_admin_portal_0108_th_man_in_the_middle_3_5ff8aa,dg_admin_portal_0108_P2
dg_admin_portal_0108_th_man_in_the_middle_3_5ff8aa,dg_admin_portal_0108_D1
dg_admin_portal_0108_th_spoofing_4_463378,dg_admin_portal_0108_E1
dg_admin_portal_0108_th_spoofing_4_463378,dg_admin_portal_0108_P1
dg_admin_portal_0108_th_spoofing_4_463378,dg_admin_portal_0108_P2
dg_admin_portal_0108_th_spoofing_4_463378,dg_admin_portal_0108_D1
dg_admin_portal_0109_th_elevation_of_privilege_1_046edb,dg_admin_portal_0109_E1
dg_admin_portal_0109_th_elevation_of_privilege_1_046edb,dg_admin_portal_0109_P1
dg_admin_portal_0109_th_elevation_of_privilege_1_046edb,dg_admin_portal_0109_P2
dg_admin_portal_0109_th_elevation_of_privilege_1_046edb,dg_admin_portal_0109_D1
dg_admin_portal_0109_th_information_disclosure_2_1327cc,dg_admin_portal_0109_E1
dg_admin_portal_0109_th_information_disclosure_2_1327cc,dg_admin_portal_0109_P1
dg_admin_portal_0109_th_information_disclosure_2_1327cc,dg_admin_portal_0109_P2
dg_admin_portal_0109_th_information_disclosure_2_1327cc,dg_admin_portal_0109_D1
dg_admin_portal_0109_th_spoofing_3_7bd830,dg_admin_portal_0109_E1
dg_admin_portal_0109_th_spoofing_3_7bd830,dg_admin_portal_0109_P1
dg_admin_portal_0109_th_spoofing_3_7bd830,dg_admin_portal_0109_P2
dg_admin_portal_0109_th_spoofing_3_7bd830,dg_admin_portal_0109_D1
dg_admin_portal_0110_th_elevation_of_privilege_1_a80223,dg_admin_portal_0110_E1
dg_admin_portal_0110_th_elevation_of_privilege_1_a80223,dg_admin_portal_0110_P1
dg_admin_portal_0110_th_elevation_of_privilege_1_a80223,dg_admin_portal_0110_P2
dg_admin_portal_0110_th_elevation_of_privilege_1_a80223,dg_admin_portal_0110_D1
dg_admin_portal_0110_th_information_disclosure_2_cd823e,dg_admin_portal_0110_E1
dg_admin_portal_0110_th_information_disclosure_2_cd823e,dg_admin_portal_0110_P1
dg_admin_portal_0110_th_information_disclosure_2_cd823e,dg_admin_portal_0110_P2
dg_admin_portal_0110_th_information_disclosure_2_cd823e,dg_admin_portal_0110_D1
dg_admin_portal_0110_th_spoofing_3_bd4b3f,dg_admin_portal_0110_E1
dg_admin_portal_0110_th_spoofing_3_bd4b3f,dg_admin_portal_0110_P1
dg_admin_portal_0110_th_spoofing_3_bd4b3f,dg_admin_portal_0110_P2
dg_admin_portal_0110_th_spoofing_3_bd4b3f,dg_admin_portal_0110_D1
dg_admin_portal_0111_th_elevation_of_privilege_1_5ee695,dg_admin_portal_0111_E1
dg_admin_portal_0111_th_elevation_of_privilege_1_5ee695,dg_admin_portal_0111_P1
dg_admin_portal_0111_th_elevation_of_privilege_1_5ee695,dg_admin_portal_0111_P2
dg_admin_portal_0111_th_elevation_of_privilege_1_5ee695,dg_admin_portal_0111_D1
dg_admin_portal_0111_th_information_disclosure_2_ae330c,dg_admin_portal_0111_E1
dg_admin_portal_0111_th_information_disclosure_2_ae330c,dg_admin_portal_0111_P1
dg_admin_portal_0111_th_information_disclosure_2_ae330c,dg_admin_portal_0111_P2
dg_admin_portal_0111_th_information_disclosure_2_ae330c,dg_admin_portal_0111_D1
dg_admin_portal_0111_th_man_in_the_middle_3_8e8de0,dg_admin_portal_0111_E1
dg_admin_portal_0111_th_man_in_the_middle_3_8e8de0,dg_admin_portal_0111_P1
dg_admin_portal_0111_th_man_in_the_middle_3_8e8de0,dg_admin_portal_0111_P2
dg_admin_portal_0111_th_man_in_the_middle_3_8e8de0,dg_admin_portal_0111_D1
dg_admin_portal_0111_th_spoofing_4_7c2a53,dg_admin_portal_0111_E1
dg_admin_portal_0111_th_spoofing_4_7c2a53,dg_admin_portal_0111_P1
dg_admin_portal_0111_th_spoofing_4_7c2a53,dg_admin_portal_0111_P2
dg_admin_portal_0111_th_spoofing_4_7c2a53,dg_admin_portal_0111_D1
dg_admin_portal_0112_th_elevation_of_privilege_1_d104a9,dg_admin_portal_0112_E1
dg_admin_portal_0112_th_elevation_of_privilege_1_d104a9,dg_admin_portal_0112_P1
dg_admin_portal_0112_th_elevation_of_privilege_1_d104a9,dg_admin_portal_0112_P2
dg_admin_portal_0112_th_elevation_of_privilege_1_d104a9,dg_admin_portal_0112_D1
dg_admin_portal_0112_th_information_disclosure_2_c54dfb,dg_admin_portal_0112_E1
dg_admin_portal_0112_th_information_disclosure_2_c54dfb,dg_admin_portal_0112_P1
dg_admin_portal_0112_th_information_disclosure_2_c54dfb,dg_admin_portal_0112_P2
dg_admin_portal_0112_th_information_disclosure_2_c54dfb,dg_admin_portal_0112_D1
dg_admin_portal_0112_th_spoofing_3_bf8ee7,dg_admin_portal_0112_E1
dg_admin_portal_0112_th_spoofing_3_bf8ee7,dg_admin_portal_0112_P1
dg_admin_portal_0112_th_spoofing_3_bf8ee7,dg_admin_portal_0112_P2
dg_admin_portal_0112_th_spoofing_3_bf8ee7,dg_admin_portal_0112_D1
dg_admin_portal_0113_th_elevation_of_privilege_1_bbb98b,dg_admin_portal_0113_E1
dg_admin_portal_0113_th_elevation_of_privilege_1_bbb98b,dg_admin_portal_0113_P1
dg_admin_portal_0113_th_elevation_of_privilege_1_bbb98b,dg_admin_portal_0113_P2
dg_admin_portal_0113_th_elevation_of_privilege_1_bbb98b,dg_admin_portal_0113_D1
dg_admin_portal_0113_th_information_disclosure_2_9de392,dg_admin_portal_0113_E1
dg_admin_portal_0113_th_information_disclosure_2_9de392,dg_admin_portal_0113_P1
dg_admin_portal_0113_th_information_disclosure_2_9de392,dg_admin_portal_0113_P2
dg_admin_portal_0113_th_information_disclosure_2_9de392,dg_admin_portal_0113_D1
dg_admin_portal_0113_th_spoofing_3_33e873,dg_admin_portal_0113_E1
dg_admin_portal_0113_th_spoofing_3_33e873,dg_admin_portal_0113_P1
dg_admin_portal_0113_th_spoofing_3_33e873,dg_admin_portal_0113_P2
dg_admin_portal_0113_th_spoofing_3_33e873,dg_admin_portal_0113_D1
dg_admin_portal_0114_th_elevation_of_privilege_1_a850b5,dg_admin_portal_0114_E1
dg_admin_portal_0114_th_elevation_of_privilege_1_a850b5,dg_admin_portal_0114_P1
dg_admin_portal_0114_th_elevation_of_privilege_1_a850b5,dg_admin_portal_0114_P2
dg_admin_portal_0114_th_elevation_of_privilege_1_a850b5,dg_admin_portal_0114_D1
dg_admin_portal_0114_th_information_disclosure_2_5556a6,dg_admin_portal_0114_E1
dg_admin_portal_0114_th_information_disclosure_2_5556a6,dg_admin_portal_0114_P1
dg_admin_portal_0114_th_information_disclosure_2_5556a6,dg_admin_portal_0114_P2
dg_admin_portal_0114_th_information_disclosure_2_5556a6,dg_admin_portal_0114_D1
dg_admin_portal_0114_th_man_in_the_middle_3_ef96af,dg_admin_portal_0114_E1
dg_admin_portal_0114_th_man_in_the_middle_3_ef96af,dg_admin_portal_0114_P1
dg_admin_portal_0114_th_man_in_the_middle_3_ef96af,dg_admin_portal_0114_P2
dg_admin_portal_0114_th_man_in_the_middle_3_ef96af,dg_admin_portal_0114_D1
dg_admin_portal_0114_th_spoofing_4_37465c,dg_admin_portal_0114_E1
dg_admin_portal_0114_th_spoofing_4_37465c,dg_admin_portal_0114_P1
dg_admin_portal_0114_th_spoofing_4_37465c,dg_admin_portal_0114_P2
dg_admin_portal_0114_th_spoofing_4_37465c,dg_admin_portal_0114_D1
dg_admin_portal_0115_th_elevation_of_privilege_1_5199c4,dg_admin_portal_0115_E1
dg_admin_portal_0115_th_elevation_of_privilege_1_5199c4,dg_admin_portal_0115_P1
dg_admin_portal_0115_th_elevation_of_privilege_1_5199c4,dg_admin_portal_0115_P2
dg_admin_portal_0115_th_elevation_of_privilege_1_5199c4,dg_admin_portal_0115_D1
dg_admin_portal_0115_th_information_disclosure_2_ca7f4a,dg_admin_portal_0115_E1
dg_admin_portal_0115_th_information_disclosure_2_ca7f4a,dg_admin_portal_0115_P1
dg_admin_portal_0115_th_information_disclosure_2_ca7f4a,dg_admin_portal_0115_P2
dg_admin_portal_0115_th_information_disclosure_2_ca7f4a,dg_admin_portal_0115_D1
dg_admin_portal_0115_th_spoofing_3_58b475,dg_admin_portal_0115_E1
dg_admin_portal_0115_th_spoofing_3_58b475,dg_admin_portal_0115_P1
dg_admin_portal_0115_th_spoofing_3_58b475,dg_admin_portal_0115_P2
dg_admin_portal_0115_th_spoofing_3_58b475,dg_admin_portal_0115_D1
dg_admin_portal_0116_th_elevation_of_privilege_1_5e2d6e,dg_admin_portal_0116_E1
dg_admin_portal_0116_th_elevation_of_privilege_1_5e2d6e,dg_admin_portal_0116_P1
dg_admin_portal_0116_th_elevation_of_privilege_1_5e2d6e,dg_admin_portal_0116_P2
dg_admin_portal_0116_th_elevation_of_privilege_1_5e2d6e,dg_admin_portal_0116_D1
dg_admin_portal_0116_th_information_disclosure_2_e190a1,dg_admin_portal_0116_E1
dg_admin_portal_0116_th_information_disclosure_2_e190a1,dg_admin_portal_0116_P1
dg_admin_portal_0116_th_information_disclosure_2_e190a1,dg_admin_portal_0116_P2
dg_admin_portal_0116_th_information_disclosure_2_e190a1,dg_admin_portal_0116_D1
dg_admin_portal_0116_th_spoofing_3_be2c17,dg_admin_portal_0116_E1
dg_admin_portal_0116_th_spoofing_3_be2c17,dg_admin_portal_0116_P1
dg_admin_portal_0116_th_spoofing_3_be2c17,dg_admin_portal_0116_P2
dg_admin_portal_0116_th_spoofing_3_be2c17,dg_admin_portal_0116_D1
dg_admin_portal_0117_th_elevation_of_privilege_1_ada237,dg_admin_portal_0117_E1
dg_admin_portal_0117_th_elevation_of_privilege_1_ada237,dg_admin_portal_0117_P1
dg_admin_portal_0117_th_elevation_of_privilege_1_ada237,dg_admin_portal_0117_P2
dg_admin_portal_0117_th_elevation_of_privilege_1_ada237,dg_admin_portal_0117_D1
dg_admin_portal_0117_th_information_disclosure_2_928007,dg_admin_portal_0117_E1
dg_admin_portal_0117_th_information_disclosure_2_928007,dg_admin_portal_0117_P1
dg_admin_portal_0117_th_information_disclosure_2_928007,dg_admin_portal_0117_P2
dg_admin_portal_0117_th_information_disclosure_2_928007,dg_admin_portal_0117_D1
dg_admin_portal_0117_th_man_in_the_middle_3_061788,dg_admin_portal_0117_E1
dg_admin_portal_0117_th_man_in_the_middle_3_061788,dg_admin_portal_0117_P1
dg_admin_portal_0117_th_man_in_the_middle_3_061788,dg_admin_portal_0117_P2
dg_admin_portal_0117_th_man_in_the_middle_3_061788,dg_admin_portal_0117_D1
dg_admin_portal_0117_th_spoofing_4_9f30d9,dg_admin_portal_0117_E1
dg_admin_portal_0117_th_spoofing_4_9f30d9,dg_admin_portal_0117_P1
dg_admin_portal_0117_th_spoofing_4_9f30d9,dg_admin_portal_0117_P2
dg_admin_portal_0117_th_spoofing_4_9f30d9,dg_admin_portal_0117_D1
dg_admin_portal_0118_th_elevation_of_privilege_1_53d129,dg_admin_portal_0118_E1
dg_admin_portal_0118_th_elevation_of_privilege_1_53d129,dg_admin_portal_0118_P1
dg_admin_portal_0118_th_elevation_of_privilege_1_53d129,dg_admin_portal_0118_P2
dg_admin_portal_0118_th_elevation_of_privilege_1_53d129,dg_admin_portal_0118_D1
dg_admin_portal_0118_th_information_disclosure_2_9da2b5,dg_admin_portal_0118_E1
dg_admin_portal_0118_th_information_disclosure_2_9da2b5,dg_admin_portal_0118_P1
dg_admin_portal_0118_th_information_disclosure_2_9da2b5,dg_admin_portal_0118_P2
dg_admin_portal_0118_th_information_disclosure_2_9da2b5,dg_admin_portal_0118_D1
dg_admin_portal_0118_th_spoofing_3_c79cab,dg_admin_portal_0118_E1
dg_admin_portal_0118_th_spoofing_3_c79cab,dg_admin_portal_0118_P1
dg_admin_portal_0118_th_spoofing_3_c79cab,dg_admin_portal_0118_P2
dg_admin_portal_0118_th_spoofing_3_c79cab,dg_admin_portal_0118_D1
dg_admin_portal_0119_th_elevation_of_privilege_1_71c5f9,dg_admin_portal_0119_E1
dg_admin_portal_0119_th_elevation_of_privilege_1_71c5f9,dg_admin_portal_0119_P1
dg_admin_portal_0119_th_elevation_of_privilege_1_71c5f9,dg_admin_portal_0119_P2
dg_admin_portal_0119_th_elevation_of_privilege_1_71c5f9,dg_admin_portal_0119_D1
dg_admin_portal_0119_th_information_disclosure_2_60174a,dg_admin_portal_0119_E1
dg_admin_portal_0119_th_information_disclosure_2_60174a,dg_admin_portal_0119_P1
dg_admin_portal_0119_th_information_disclosure_2_60174a,dg_admin_portal_0119_P2
dg_admin_portal_0119_th_information_disclosure_2_60174a,dg_admin_portal_0119_D1
dg_admin_portal_0119_th_man_in_the_middle_3_b1a927,dg_admin_portal_0119_E1
dg_admin_portal_0119_th_man_in_the_middle_3_b1a927,dg_admin_portal_0119_P1
dg_admin_portal_0119_th_man_in_the_middle_3_b1a927,dg_admin_portal_0119_P2
dg_admin_portal_0119_th_man_in_the_middle_3_b1a927,dg_admin_portal_0119_D1
dg_admin_portal_0119_th_spoofing_4_e73b69,dg_admin_portal_0119_E1
dg_admin_portal_0119_th_spoofing_4_e73b69,dg_admin_portal_0119_P1
dg_admin_portal_0119_th_spoofing_4_e73b69,dg_admin_portal_0119_P2
dg_admin_portal_0119_th_spoofing_4_e73b69,dg_admin_portal_0119_D1
dg_admin_portal_0120_th_information_disclosure_1_2f175b,dg_admin_portal_0120_E1
dg_admin_portal_0120_th_information_disclosure_1_2f175b,dg_admin_portal_0120_P1
dg_admin_portal_0120_th_information_disclosure_1_2f175b,dg_admin_portal_0120_P2
dg_admin_portal_0120_th_information_disclosure_1_2f175b,dg_admin_portal_0120_D1
dg_admin_portal_0120_th_man_in_the_middle_2_5596d6,dg_admin_portal_0120_E1
dg_admin_portal_0120_th_man_in_the_middle_2_5596d6,dg_admin_portal_0120_P1
dg_admin_portal_0120_th_man_in_the_middle_2_5596d6,dg_admin_portal_0120_P2
dg_admin_portal_0120_th_man_in_the_middle_2_5596d6,dg_admin_portal_0120_D1
dg_admin_portal_0151_th_elevation_of_privilege_1_42d99f,dg_admin_portal_0151_E1
dg_admin_portal_0151_th_elevation_of_privilege_1_42d99f,dg_admin_portal_0151_P1
dg_admin_portal_0151_th_elevation_of_privilege_1_42d99f,dg_admin_portal_0151_P2
dg_admin_portal_0151_th_elevation_of_privilege_1_42d99f,dg_admin_portal_0151_D1
dg_admin_portal_0151_th_information_disclosure_2_3b8548,dg_admin_portal_0151_E1
dg_admin_portal_0151_th_information_disclosure_2_3b8548,dg_admin_portal_0151_P1
dg_admin_portal_0151_th_information_disclosure_2_3b8548,dg_admin_portal_0151_P2
dg_admin_portal_0151_th_information_disclosure_2_3b8548,dg_admin_portal_0151_D1
dg_admin_portal_0151_th_spoofing_3_0e3b27,dg_admin_portal_0151_E1
dg_admin_portal_0151_th_spoofing_3_0e3b27,dg_admin_portal_0151_P1
dg_admin_portal_0151_th_spoofing_3_0e3b27,dg_admin_portal_0151_P2
dg_admin_portal_0151_th_spoofing_3_0e3b27,dg_admin_portal_0151_D1
dg_admin_portal_0151_th_sql_injection_4_b1794d,dg_admin_portal_0151_E1
dg_admin_portal_0151_th_sql_injection_4_b1794d,dg_admin_portal_0151_P1
dg_admin_portal_0151_th_sql_injection_4_b1794d,dg_admin_portal_0151_P2
dg_admin_portal_0151_th_sql_injection_4_b1794d,dg_admin_portal_0151_D1
dg_admin_portal_0151_th_tampering_5_fb820d,dg_admin_portal_0151_E1
dg_admin_portal_0151_th_tampering_5_fb820d,dg_admin_portal_0151_P1
dg_admin_portal_0151_th_tampering_5_fb820d,dg_admin_portal_0151_P2
dg_admin_portal_0151_th_tampering_5_fb820d,dg_admin_portal_0151_D1
dg_admin_portal_0152_th_elevation_of_privilege_1_c7fff8,dg_admin_portal_0152_E1
dg_admin_portal_0152_th_elevation_of_privilege_1_c7fff8,dg_admin_portal_0152_P1
dg_admin_portal_0152_th_elevation_of_privilege_1_c7fff8,dg_admin_portal_0152_P2
dg_admin_portal_0152_th_elevation_of_privilege_1_c7fff8,dg_admin_portal_0152_D1
dg_admin_portal_0152_th_information_disclosure_2_64a4ef,dg_admin_portal_0152_E1
dg_admin_portal_0152_th_information_disclosure_2_64a4ef,dg_admin_portal_0152_P1
dg_admin_portal_0152_th_information_disclosure_2_64a4ef,dg_admin_portal_0152_P2
dg_admin_portal_0152_th_information_disclosure_2_64a4ef,dg_admin_portal_0152_D1
dg_admin_portal_0152_th_spoofing_3_70a210,dg_admin_portal_0152_E1
dg_admin_portal_0152_th_spoofing_3_70a210,dg_admin_portal_0152_P1
dg_admin_portal_0152_th_spoofing_3_70a210,dg_admin_portal_0152_P2
dg_admin_portal_0152_th_spoofing_3_70a210,dg_admin_portal_0152_D1
dg_admin_portal_0153_th_elevation_of_privilege_1_929a9f,dg_admin_portal_0153_E1
